City,State, Median Sale Price 
BANNING,CA,"$258,441.67 "
TEHACHAPI,CA,"$275,225.00 "
MONTROSE,CO,"$243,400.00 "
LAWNDALE,CA,"$519,708.33 "
LOS ALTOS,CA,"$3,107,375.00 "
DUNEDIN,FL,"$237,608.33 "
LEXINGTON,MA,"$919,091.67 "
FRANKLIN,IN,"$147,516.67 "
GAINESVILLE,VA,"$448,866.67 "
SAHUARITA,AZ,"$213,500.00 "
MERRICK,NY,"$551,058.33 "
COLLINSVILLE,IL,"$116,750.00 "
PLAINFIELD,IN,"$189,225.00 "
WESTWEGO,LA,"$98,266.67 "
SYLVANIA,OH,"$192,716.67 "
KEN CARYL,CO,"$356,775.00 "
BELLMORE,NY,"$504,883.33 "
FRANKLIN,MA,"$398,933.33 "
SOMERTON,AZ,"$144,016.67 "
COTTONWOOD HEIGHTS,UT,"$422,766.67 "
SOUTH LYON,MI,"$311,533.33 "
FAIRHOPE,AL,"$243,916.67 "
RIVIERA BEACH,FL,"$201,725.00 "
EUSTIS,FL,"$190,083.33 "
VAN BUREN,AR,"$110,333.33 "
ROME,NY,"$99,583.33 "
WATERTOWN,WI,"$138,266.67 "
ODENTON,MD,"$297,433.33 "
SAINT CHARLES,IL,"$274,233.33 "
EASTPOINTE,MI,"$77,533.33 "
BELVIDERE,IL,"$150,733.33 "
PIKESVILLE,MD,"$273,833.33 "
GAHANNA,OH,"$222,791.67 "
IRMO,SC,"$158,241.67 "
RANDALLSTOWN,MD,"$222,233.33 "
DOVER,DE,"$162,025.00 "
NORTH RIDGEVILLE,OH,"$189,250.00 "
OSSINING,NY,"$424,458.33 "
ELKRIDGE,MD,"$326,708.33 "
MC MINNVILLE,TN,"$105,375.00 "
WEST FARGO,ND,"$218,066.67 "
BALDWIN,NY,"$432,700.00 "
MATTHEWS,NC,"$277,866.67 "
SHERWOOD,AR,"$148,675.00 "
DAVISON,MI,"$144,991.67 "
DAYTON,TX,"$232,158.33 "
PRIOR LAKE,MN,"$330,666.67 "
CHASKA,MN,"$294,183.33 "
WEST BEND,WI,"$184,008.33 "
DINUBA,CA,"$211,933.33 "
RICHMOND WEST,FL,"$329,425.00 "
ATASCADERO,CA,"$501,450.00 "
BETHEL PARK,PA,"$188,516.67 "
WESTMONT,CA,"$457,100.00 "
CULPEPER,VA,"$259,058.33 "
NEPTUNE,NJ,"$294,725.00 "
UNIVERSITY PLACE,WA,"$395,133.33 "
LA PORTE,TX,"$178,516.67 "
PEACHTREE CITY,GA,"$288,833.33 "
SARATOGA,CA,"$2,597,233.33 "
BOONE,NC,"$255,475.00 "
ANDOVER,MN,"$289,083.33 "
HOPE MILLS,NC,"$143,650.00 "
WINCHESTER,CA,"$426,633.33 "
FLORENCE,AZ,"$193,708.33 "
NORTH HUNTINGDON,PA,"$155,008.33 "
MARSHALLTOWN,IA,"$105,075.00 "
DEER PARK,TX,"$200,308.33 "
NORTH OLMSTED,OH,"$153,325.00 "
CLARENCE,NY,"$338,275.00 "
NILES,IL,"$271,500.00 "
FRANKLIN SQUARE,NY,"$495,050.00 "
PRINCETON,NJ,"$756,166.67 "
CAMAS,WA,"$464,925.00 "
WAYNESBORO,VA,"$178,525.00 "
MIDVALE,UT,"$280,166.67 "
UKIAH,CA,"$394,741.67 "
NAUGATUCK,CT,"$161,825.00 "
KEIZER,OR,"$277,541.67 "
POINCIANA,FL,"$170,800.00 "
SECURITY-WIDEFIELD,CO,"$248,533.33 "
WILLINGBORO,NJ,"$137,258.33 "
MAPLE VALLEY,WA,"$466,308.33 "
MEBANE,NC,"$195,150.00 "
LOWER MAKEFIELD,PA,"$403,008.33 "
GARFIELD,NJ,"$327,225.00 "
ORANGEVALE,CA,"$370,609.09 "
ALABASTER,AL,"$181,258.33 "
VESTAVIA HILLS,AL,"$329,250.00 "
WEST LITTLE RIVER,FL,"$184,541.67 "
BURLINGAME,CA,"$2,080,591.67 "
ROSS,PA,"$176,850.00 "
PARKVILLE,MD,"$179,850.00 "
CORAM,NY,"$285,708.33 "
MONTGOMERY VILLAGE,MD,"$270,108.33 "
WANTAGH,NY,"$486,766.67 "
MIDDLETOWN,PA,"$310,841.67 "
EDWARDSVILLE,IL,"$189,641.67 "
NORTH TONAWANDA,NY,"$127,375.00 "
CARPENTERSVILLE,IL,"$163,058.33 "
SEASIDE,CA,"$509,183.33 "
DRACUT,MA,"$285,033.33 "
WESTFIELD,IN,"$253,941.67 "
ROCKAWAY,NJ,"$310,641.67 "
BROOKLYN CENTER,MN,"$198,716.67 "
WHITE LAKE,MI,"$241,983.33 "
DOVER,NH,"$281,308.33 "
MURRAY,KY,"$133,066.67 "
NEWINGTON,CT,"$195,541.67 "
CIBOLO,TX,"$246,600.00 "
LAPEER,MI,"$149,475.00 "
LEESBURG,FL,"$167,075.00 "
PORTER,TX,"$215,766.67 "
MONTEREY,CA,"$772,183.33 "
ABINGDON,MD,"$229,375.00 "
WOODRIDGE,IL,"$254,258.33 "
MILLCREEK,UT,"$364,416.67 "
ELLENSBURG,WA,"$282,116.67 "
BENTON,AR,"$141,400.00 "
WAILUKU,HI,"$546,225.00 "
WADSWORTH,OH,"$175,050.00 "
NORTH ANDOVER,MA,"$428,608.33 "
WHEAT RIDGE,CO,"$412,516.67 "
GREATER UPPER MARLBORO,MD,"$296,358.33 "
TEWKSBURY,MA,"$388,108.33 "
LADSON,SC,"$166,841.67 "
DES MOINES,WA,"$385,100.00 "
LAGUNA HILLS,CA,"$690,216.67 "
WALNUT,CA,"$780,141.67 "
MADISON HEIGHTS,MI,"$129,250.00 "
NEEDHAM,MA,"$865,041.67 "
NORTHAMPTON,PA,"$369,850.00 "
INVERNESS,FL,"$125,025.00 "
DODGE CITY,KS,"$142,066.67 "
KYLE,TX,"$214,416.67 "
FREMONT,OH,"$104,816.67 "
ROCHESTER,NH,"$202,008.33 "
WARRENTON,VA,"$410,240.00 "
DREXEL HILL,PA,"$152,658.33 "
WEST LINN,OR,"$511,116.67 "
MIDLOTHIAN,TX,"$277,991.67 "
AMERICAN FORK,UT,"$305,883.33 "
EAST NORTHPORT,NY,"$486,491.67 "
GRAND HAVEN,MI,"$207,491.67 "
SELMA,CA,"$223,216.67 "
ZEELAND,MI,"$207,358.33 "
LIVINGSTON,NJ,"$607,708.33 "
NEW SMYRNA BEACH,FL,"$271,991.67 "
MOUNT PLEASANT,WI,"$180,516.67 "
PALMER,AK,"$249,575.00 "
CLEMMONS,NC,"$218,783.33 "
INDIAN TRAIL,NC,"$239,066.67 "
SAN CARLOS,CA,"$1,745,833.33 "
FARIBAULT,MN,"$173,691.67 "
OAK PARK,MI,"$135,825.00 "
WETUMPKA,AL,"$165,008.33 "
CICERO,NY,"$153,333.33 "
JUNCTION CITY,KS,"$135,833.33 "
BETHLEHEM,NY,"$266,133.33 "
LIBERTY,MO,"$194,000.00 "
FERNANDINA BEACH,FL,"$334,666.67 "
LAFAYETTE,CA,"$1,419,275.00 "
SEBASTOPOL,CA,"$841,725.00 "
DANIA BEACH,FL,"$218,958.33 "
PITTSFORD,NY,"$287,983.33 "
SHAWNEE,OK,"$96,091.67 "
FREMONT,NE,"$157,808.33 "
BROWNSTOWN,MI,"$185,225.00 "
GRANGER,IN,"$254,991.67 "
ORCHARD PARK,NY,"$251,458.33 "
BRAINERD,MN,"$155,150.00 "
HERMISTON,OR,"$209,708.33 "
COMMACK,NY,"$497,591.67 "
SAN LORENZO,CA,"$656,250.00 "
CRANBERRY,PA,"$292,908.33 "
PARAGOULD,AR,"$111,408.33 "
SOUTHGATE,MI,"$114,933.33 "
VOORHEES,NJ,"$246,525.00 "
INMAN,SC,"$164,783.33 "
SHELBYVILLE,KY,"$176,666.67 "
CHESHIRE,CT,"$292,016.67 "
WARMINSTER,PA,"$285,300.00 "
OWATONNA,MN,"$172,841.67 "
CENTEREACH,NY,"$336,691.67 "
ARROYO GRANDE,CA,"$676,475.00 "
LIBERTYVILLE,IL,"$399,316.67 "
HOPEWELL,VA,"$111,775.00 "
NORWOOD,MA,"$456,058.33 "
LANSING,IL,"$115,966.67 "
VERNON ROCKVILLE,CT,"$178,316.67 "
SCHERTZ,TX,"$222,408.33 "
JOHNSTON,RI,"$222,375.00 "
HOLIDAY,FL,"$108,383.33 "
LAWRENCE,NJ,"$262,283.33 "
JONESBOROUGH,TN,"$184,741.67 "
SHERWOOD,OR,"$413,358.33 "
SOUTH LAKE TAHOE,CA,"$441,916.67 "
GENEVA,IL,"$323,783.33 "
YORK,SC,"$184,600.00 "
EAST HAVEN,CT,"$188,775.00 "
MEHLVILLE,MO,"$145,508.33 "
BOURBONNAIS,IL,"$185,816.67 "
LITCHFIELD PARK,AZ,"$267,691.67 "
HAMPDEN,PA,"$246,075.00 "
GUILDERLAND,NY,"$270,333.33 "
NORTH ATTLEBORO,MA,"$322,975.00 "
WEST SPRINGFIELD,MA,"$194,508.33 "
WELLESLEY,MA,"$1,234,816.67 "
PLAINVIEW,NY,"$576,575.00 "
WINDSOR,CT,"$215,925.00 "
NEWBERG,OR,"$336,266.67 "
FLORIN,CA,"$258,708.33 "
NORTH PLATTE,NE,"$155,825.00 "
DERBY,KS,"$174,550.00 "
DUNCAN,OK,"$82,758.33 "
ROCKFORD,MI,"$241,075.00 "
SPRINGVILLE,UT,"$288,408.33 "
LONG BRANCH,NJ,"$367,166.67 "
NORFOLK,NE,"$163,741.67 "
OAK RIDGE,TN,"$136,141.67 "
SHALER,PA,"$180,466.67 "
CHILI,NY,"$141,125.00 "
AGAWAM,MA,"$209,016.67 "
ABINGDON,VA,"$163,083.33 "
WEST WARWICK,RI,"$199,266.67 "
SEATAC,WA,"$351,300.00 "
VAN BUREN,MI,"$186,566.67 "
CHRISTIANSBURG,VA,"$189,308.33 "
AMITYVILLE,NY,"$353,316.67 "
SAUGUS,MA,"$419,983.33 "
ALGONQUIN,IL,"$230,366.67 "
BELTSVILLE,MD,"$316,000.00 "
MILL VALLEY,CA,"$1,461,127.27 "
LAKE MAGDALENE,FL,"$213,358.33 "
NORCO,CA,"$557,766.67 "
MILLVILLE,NJ,"$102,466.67 "
VESTAL,NY,"$135,966.67 "
LONG BEACH,NY,"$528,975.00 "
MOUNT AIRY,MD,"$396,791.67 "
HAPPY VALLEY,OR,"$491,616.67 "
NUTLEY,NJ,"$395,950.00 "
MILFORD,MA,"$314,683.33 "
ENGLEWOOD,FL,"$216,125.00 "
OAKDALE,MN,"$222,708.33 "
RED BLUFF,CA,"$205,258.33 "
PALM CITY,FL,"$320,816.67 "
GRANDVILLE,MI,"$200,541.67 "
OWOSSO,MI,"$95,775.00 "
OLIVEHURST,CA,"$280,975.00 "
STOUGHTON,MA,"$342,266.67 "
ENGLEWOOD,NJ,"$380,333.33 "
BRANFORD,CT,"$242,125.00 "
WILLISTON,ND,"$254,275.00 "
CENTRAL POINT,OR,"$273,375.00 "
KING OF PRUSSIA,PA,"$317,325.00 "
CHAMBLEE,GA,"$322,408.33 "
COLONIAL HEIGHTS,VA,"$155,383.33 "
OCEANSIDE,NY,"$472,583.33 "
NEWTOWN,CT,"$385,150.00 "
SHELBYVILLE,IN,"$118,733.33 "
YORK,PA,"$186,250.00 "
HIGHLAND PARK,IL,"$428,683.33 "
FESTUS,MO,"$162,166.67 "
HARKER HEIGHTS,TX,"$196,841.67 "
CANTONMENT,FL,"$176,700.00 "
CLINTON,TN,"$145,291.67 "
HUTTO,TX,"$234,841.67 "
GRAHAM,WA,"$345,683.33 "
GOLETA,CA,"$750,558.33 "
MONROEVILLE,PA,"$140,475.00 "
AUBURNDALE,FL,"$169,358.33 "
CENTRALIA,WA,"$205,941.67 "
SUGAR HILL,GA,"$235,041.67 "
PONCHATOULA,LA,"$163,258.33 "
STANTON,CA,"$450,775.00 "
SPRING HILL,TN,"$277,675.00 "
SHAKER HEIGHTS,OH,"$194,833.33 "
WASCO,CA,"$194,191.67 "
BARDSTOWN,KY,"$152,108.33 "
NEW MILFORD,CT,"$263,800.00 "
BARTOW,FL,"$138,233.33 "
FOUNTAIN,CO,"$252,350.00 "
WINDERMERE,FL,"$404,266.67 "
LAKE JACKSON,TX,"$207,091.67 "
POULSBO,WA,"$403,475.00 "
DIX HILLS,NY,"$674,741.67 "
MIAMI LAKES,FL,"$367,083.33 "
WEATHERFORD,TX,"$197,091.67 "
EAST WINDSOR,NJ,"$245,241.67 "
RUSKIN,FL,"$203,925.00 "
MILTON,MA,"$686,308.33 "
PLUM,PA,"$154,566.67 "
ALLEN PARK,MI,"$131,100.00 "
QUEENSBURY,NY,"$221,958.33 "
FRIDLEY,MN,"$213,658.33 "
WINTERVILLE,NC,"$163,650.00 "
DANVERS,MA,"$427,258.33 "
BRIDGEWATER,MA,"$346,858.33 "
SUISUN CITY,CA,"$391,166.67 "
BERGENFIELD,NJ,"$367,091.67 "
MELROSE,MA,"$595,025.00 "
LADERA RANCH,CA,"$711,791.67 "
LOWER MERION,PA,"$550,175.00 "
HOLLY SPRINGS,NC,"$308,983.33 "
PARKLAND,FL,"$618,000.00 "
CLEARFIELD,UT,"$249,641.67 "
FITCHBURG,WI,"$283,750.00 "
SAVAGE,MN,"$286,775.00 "
SEVERNA PARK,MD,"$490,250.00 "
MURRELLS INLET,SC,"$201,700.00 "
SEQUIM,WA,"$333,258.33 "
MEDFORD,NY,"$291,625.00 "
BERNARDS,NJ,"$598,516.67 "
WINDSOR,CA,"$650,983.33 "
EAST PALO ALTO,CA,"$965,475.00 "
DEER PARK,NY,"$379,283.33 "
SEBASTIAN,FL,"$205,908.33 "
SPRINGFIELD,TN,"$167,300.00 "
PARAMUS,NJ,"$619,481.82 "
MAGNA,UT,"$254,525.00 "
LAKE IN THE HILLS,IL,"$210,008.33 "
RIVERHEAD,NY,"$352,583.33 "
PARKLAND,WA,"$258,216.67 "
OXFORD,OH,"$188,225.00 "
MADISONVILLE,KY,"$108,066.67 "
LITHIA SPRINGS,GA,"$142,833.33 "
GARDEN CITY,MI,"$118,166.67 "
WARRENSBURG,MO,"$174,491.67 "
TUALATIN,OR,"$448,341.67 "
DICKSON,TN,"$170,216.67 "
WOODBURN,OR,"$267,141.67 "
BURBANK,IL,"$185,183.33 "
YORKVILLE,IL,"$229,725.00 "
BELMONT,CA,"$1,721,033.33 "
BRISTOW,VA,"$436,441.67 "
EASTON,PA,"$110,641.67 "
MOUNTAIN HOME,AR,"$130,566.67 "
UNIONDALE,NY,"$362,033.33 "
FARMINGTON,MN,"$257,033.33 "
SUPERIOR,WI,"$121,272.73 "
BURTON,MI,"$75,108.33 "
OXFORD,NC,"$142,366.67 "
FOLEY,AL,"$164,308.33 "
MOUNT DORA,FL,"$230,850.00 "
SCHERERVILLE,IN,"$202,583.33 "
MONROE,NC,"$180,391.67 "
SUN CITY WEST,AZ,"$228,558.33 "
HUNTLEY,IL,"$245,050.00 "
ROANOKE RAPIDS,NC,"$75,966.67 "
HORSHAM,PA,"$294,375.00 "
DAWSONVILLE,GA,"$225,266.67 "
CROSBY,TX,"$198,200.00 "
JENISON,MI,"$193,816.67 "
ROCKVILLE CENTRE,NY,"$668,441.67 "
UNIVERSITY PARK,FL,"$305,091.67 "
FOREST GROVE,OR,"$348,266.67 "
WAKEFIELD,MA,"$509,725.00 "
WETHERSFIELD,CT,"$228,333.33 "
GLADSTONE,MO,"$150,283.33 "
MONROE,WA,"$419,916.67 "
BELLA VISTA,AR,"$163,200.00 "
SUN PRAIRIE,WI,"$262,508.33 "
ALTON,IL,"$60,458.33 "
TAKOMA PARK,MD,"$469,750.00 "
LEESBURG,GA,"$158,141.67 "
NEW LONDON,CT,"$159,875.00 "
ADRIAN,MI,"$106,166.67 "
NICEVILLE,FL,"$282,191.67 "
SHOREVIEW,MN,"$263,966.67 "
FRANKLIN,NC,"$147,466.67 "
DUMFRIES,VA,"$349,050.00 "
MARSHFIELD,WI,"$138,200.00 "
MIDDLETOWN,NY,"$152,341.67 "
JUNEAU,AK,"$368,000.00 "
WARWICK,NY,"$308,133.33 "
MAUMEE,OH,"$169,066.67 "
EDGEWATER,FL,"$163,408.33 "
CLINTON,NC,"$107,825.00 "
SMYRNA,DE,"$232,750.00 "
WILMETTE,IL,"$605,358.33 "
GREEN COVE SPRINGS,FL,"$189,733.33 "
TEMPLE HILLS,MD,"$191,683.33 "
KIRKWOOD,MO,"$252,800.00 "
DOYLESTOWN,PA,"$421,908.33 "
SOUTH WINDSOR,CT,"$238,541.67 "
MORRISVILLE,NC,"$293,725.00 "
DICKINSON,ND,"$243,375.00 "
PELL CITY,AL,"$164,658.33 "
CORNELIUS,NC,"$273,125.00 "
CITRUS PARK,FL,"$228,983.33 "
RANDOLPH,NJ,"$522,175.00 "
WEST WINDSOR,NJ,"$514,300.00 "
OAK FOREST,IL,"$171,258.33 "
LEMON GROVE,CA,"$449,825.00 "
WEST MILFORD,NJ,"$229,216.67 "
HOBART,IN,"$138,900.00 "
SPARTA,TN,"$119,350.00 "
LOCHEARN,MD,"$189,133.33 "
GREEN,OH,"$185,708.33 "
CANON CITY,CO,"$190,525.00 "
WESTPORT,CT,"$1,099,316.67 "
LOWER MACUNGIE,PA,"$256,441.67 "
BENICIA,CA,"$595,450.00 "
SELDEN,NY,"$303,350.00 "
FOREST PARK,GA,"$63,366.67 "
ROUND LAKE BEACH,IL,"$139,333.33 "
PARADISE,CA,"$254,640.00 "
NEW PHILADELPHIA,OH,"$114,133.33 "
MERRIMACK,NH,"$260,258.33 "
KNIGHTDALE,NC,"$201,933.33 "
READING,MA,"$542,716.67 "
CRAWFORDSVILLE,IN,"$126,533.33 "
PATTERSON,CA,"$350,600.00 "
GOLDEN,CO,"$545,716.67 "
DYERSBURG,TN,"$90,175.00 "
HOMEWOOD,AL,"$329,283.33 "
MELROSE PARK,IL,"$193,458.33 "
MOON,PA,"$215,558.33 "
RIDGEWOOD,NJ,"$743,941.67 "
GLEN COVE,NY,"$535,391.67 "
MANCHESTER,TN,"$149,491.67 "
COTTONWOOD,AZ,"$222,991.67 "
SEFFNER,FL,"$186,358.33 "
BURLINGTON,MA,"$540,683.33 "
GREENBELT,MD,"$189,550.00 "
ELLIJAY,GA,"$192,041.67 "
ATHENS,TN,"$121,158.33 "
ANTIOCH,IL,"$198,116.67 "
EVERGREEN,CO,"$593,241.67 "
LENOIR CITY,TN,"$201,775.00 "
RAMSEY,MN,"$246,325.00 "
FARMINGTON,CT,"$294,975.00 "
SOUTH SALT LAKE,UT,"$262,258.33 "
HERNANDO,MS,"$209,683.33 "
FOREST,VA,"$261,900.00 "
SUMMERFIELD,FL,"$177,750.00 "
DAVENPORT,FL,"$205,533.33 "
ZACHARY,LA,"$208,058.33 "
NAVARRE,FL,"$237,450.00 "
APTOS,CA,"$879,350.00 "
BROOKINGS,SD,"$213,360.00 "
BLACKLICK,OH,"$206,033.33 "
OKEMOS,MI,"$249,325.00 "
NORTH POTOMAC,MD,"$630,891.67 "
YUCCA VALLEY,CA,"$201,225.00 "
OILDALE,CA,"$146,808.33 "
NORTH WALES,PA,"$291,391.67 "
BEREA,KY,"$143,183.33 "
RIDGEFIELD,CT,"$615,400.00 "
WYANDOTTE,MI,"$112,766.67 "
WALPOLE,MA,"$499,275.00 "
NORTHFIELD,MN,"$246,391.67 "
CALEDONIA,WI,"$217,900.00 "
GROVETON,VA,"$449,475.00 "
BLOOMINGDALE,IL,"$266,333.33 "
TEMPLE TERRACE,FL,"$181,450.00 "
SOUTH HOLLAND,IL,"$150,141.67 "
DEDHAM,MA,"$480,366.67 "
MUSKEGO,WI,"$303,600.00 "
TAHLEQUAH,OK,"$108,916.67 "
GRANDVIEW,MO,"$131,391.67 "
UPPER DUBLIN,PA,"$405,233.33 "
ELMWOOD PARK,IL,"$220,991.67 "
COLUMBINE,CO,"$401,175.00 "
ONALASKA,WI,"$213,333.33 "
CHARLESTON,IL,"$96,691.67 "
LODI,NJ,"$346,925.00 "
BATAVIA,IL,"$289,966.67 "
MILFORD,MI,"$331,441.67 "
MANDAN,ND,"$231,650.00 "
KING GEORGE,VA,"$265,141.67 "
CHAMBERSBURG,PA,"$145,033.33 "
GREEN VALLEY,AZ,"$160,108.33 "
CRAWFORDVILLE,FL,"$148,350.00 "
ABERDEEN,MD,"$186,325.00 "
SEAL BEACH,CA,"$924,158.33 "
RICHMOND HILL,GA,"$249,066.67 "
CLIFFSIDE PARK,NJ,"$498,725.00 "
SOMERSET,NJ,"$269,108.33 "
SHIRLEY,NY,"$235,208.33 "
DERWOOD,MD,"$430,275.00 "
ROSELLE,IL,"$214,375.00 "
COOS BAY,OR,"$183,858.33 "
WASHINGTON,MI,"$291,608.33 "
MERCER ISLAND,WA,"$1,429,225.00 "
WALKER,MI,"$195,266.67 "
EL CERRITO,CA,"$935,266.67 "
RIVER FALLS,WI,"$232,875.00 "
ALLENDALE,MI,"$219,200.00 "
SAN FERNANDO,CA,"$468,766.67 "
CARNEY,MD,"$221,708.33 "
WEST HEMPSTEAD,NY,"$468,950.00 "
ANDERSON,CA,"$209,866.67 "
NORTH POLE,AK,"$261,666.67 "
AGOURA HILLS,CA,"$802,283.33 "
KELSO,WA,"$218,116.67 "
SPRINGFIELD,PA,"$293,783.33 "
FRUIT COVE,FL,"$280,300.00 "
CARTERET,NJ,"$251,250.00 "
WHITEHALL,PA,"$178,741.67 "
VININGS,GA,"$303,341.67 "
VILLAGE OF PALMETTO BAY,FL,"$518,275.00 "
PORT JEFFERSON STATION,NY,"$331,808.33 "
COCKEYSVILLE,MD,"$337,650.00 "
AZLE,TX,"$206,975.00 "
LEISURE CITY,FL,"$190,233.33 "
EAGLE MOUNTAIN,UT,"$306,500.00 "
ELK RIVER,MN,"$247,741.67 "
CORONADO,CA,"$1,600,558.33 "
HOMOSASSA,FL,"$167,675.00 "
IMPERIAL,MO,"$207,133.33 "
WALL,NJ,"$472,316.67 "
MORTON GROVE,IL,"$303,600.00 "
EASTON,MD,"$282,216.67 "
MIDDLEBOROUGH,MA,"$321,941.67 "
SAGINAW,TX,"$196,700.00 "
LOWER PAXTON,PA,"$218,266.67 "
WASHINGTON,IL,"$149,133.33 "
NORTH HAVEN,CT,"$266,541.67 "
SIMSBURY,CT,"$307,416.67 "
DAPHNE,AL,"$186,558.33 "
SOUTH PLAINFIELD,NJ,"$306,033.33 "
TULLAHOMA,TN,"$137,791.67 "
LEMONT,IL,"$333,925.00 "
ZEBULON,NC,"$169,925.00 "
CLEVELAND,GA,"$163,933.33 "
EPHRATA,PA,"$195,633.33 "
MECHANICSVILLE,MD,"$272,391.67 "
MCHENRY,IL,"$166,141.67 "
SILVERDALE,WA,"$373,966.67 "
THE CROSSINGS,FL,"$271,208.33 "
WARRINGTON,PA,"$326,891.67 "
EASTON,MA,"$342,600.00 "
WESTFORD,MA,"$514,541.67 "
OTTAWA,IL,"$121,016.67 "
MINT HILL,NC,"$267,708.33 "
MEQUON,WI,"$390,125.00 "
WEXFORD,PA,"$334,991.67 "
HARVEST,AL,"$170,866.67 "
MAPLEWOOD,NJ,"$548,825.00 "
LEXINGTON PARK,MD,"$234,341.67 "
SEYMOUR,TN,"$182,200.00 "
WESTMONT,IL,"$254,158.33 "
MANSFIELD,MA,"$375,475.00 "
ROSEMONT,CA,"$304,250.00 "
KIHEI,HI,"$561,300.00 "
YARMOUTH,MA,"$320,041.67 "
KEENE,NH,"$169,283.33 "
WHITE BEAR LAKE,MN,"$242,558.33 "
HAYMARKET,VA,"$506,816.67 "
FOUNTAIN HILLS,AZ,"$324,533.33 "
ODESSA,FL,"$403,233.33 "
RIVERSIDE,OH,"$98,358.33 "
ROXBURY,NJ,"$298,833.33 "
NORTH TUSTIN,CA,"$990,641.67 "
CORTLANDT MANOR,NY,"$422,408.33 "
PEEKSKILL,NY,"$320,883.33 "
INDEPENDENCE,KY,"$180,991.67 "
LYNN HAVEN,FL,"$207,200.00 "
PORTLAND,TN,"$172,458.33 "
DOVER,PA,"$157,683.33 "
YOUNGSVILLE,LA,"$206,100.00 "
CROFTON,MD,"$302,041.67 "
MEDFORD,NJ,"$316,816.67 "
CALABASAS,CA,"$1,178,716.67 "
OOLTEWAH,TN,"$271,216.67 "
HALFMOON,NY,"$293,383.33 "
GRANITE BAY,CA,"$759,350.00 "
HOMER GLEN,IL,"$334,400.00 "
CHAMPLIN,MN,"$243,125.00 "
SMITHFIELD,NC,"$167,633.33 "
MASSAPEQUA PARK,NY,"$494,091.67 "
CHELTENHAM,PA,"$219,625.00 "
PORT HUENEME,CA,"$390,458.33 "
HIGHLAND,IN,"$167,575.00 "
ROSEMOUNT,MN,"$289,866.67 "
SOLON,OH,"$271,541.67 "
TRUSSVILLE,AL,"$239,175.00 "
WATAUGA,TX,"$178,233.33 "
DIXON,CA,"$433,883.33 "
GRAYSON,GA,"$252,666.67 "
MUNSTER,IN,"$234,783.33 "
WILLMAR,MN,"$145,866.67 "
WILMINGTON,MA,"$482,625.00 "
BURLINGTON,KY,"$181,008.33 "
CASTAIC,CA,"$548,750.00 "
WESTCHASE,FL,"$319,575.00 "
OLNEY,MD,"$446,250.00 "
MUSTANG,OK,"$169,483.33 "
MARSHFIELD,MA,"$429,875.00 "
ORANGE CITY,FL,"$153,091.67 "
ANTHEM,AZ,"$277,450.00 "
EDGEWOOD,MD,"$145,891.67 "
SYCAMORE,IL,"$178,058.33 "
MOORESVILLE,IN,"$174,008.33 "
HIRAM,GA,"$165,741.67 "
TWINSBURG,OH,"$198,133.33 "
LOCKPORT,IL,"$201,241.67 "
YELM,WA,"$262,425.00 "
CHAGRIN FALLS,OH,"$299,941.67 "
CHANHASSEN,MN,"$385,158.33 "
GARDNERVILLE,NV,"$365,233.33 "
CRYSTAL,MN,"$215,475.00 "
WEBSTER GROVES,MO,"$259,116.67 "
ROLLING MEADOWS,IL,"$196,775.00 "
CANTON,MA,"$436,116.67 "
DE WITT,NY,"$176,141.67 "
TROY,MO,"$174,141.67 "
MONUMENT,CO,"$470,475.00 "
ELKO,NV,"$247,516.67 "
MAPLE HEIGHTS,OH,"$50,316.67 "
HIALEAH GARDENS,FL,"$213,416.67 "
UPPER PROVIDENCE,PA,"$291,575.00 "
GARDNER,KS,"$224,591.67 "
POTTSTOWN,PA,"$100,000.00 "
BYRON CENTER,MI,"$252,566.67 "
POWELL,TN,"$168,350.00 "
ALVIN,TX,"$174,691.67 "
DARIEN,IL,"$299,141.67 "
GARDEN CITY,NY,"$904,583.33 "
LA GRANGE,KY,"$258,808.33 "
UPPER MACUNGIE,PA,"$271,541.67 "
WILLOUGHBY,OH,"$150,191.67 "
EAST HEMPFIELD,PA,"$254,900.00 "
CANFIELD,OH,"$185,508.33 "
BENBROOK,TX,"$210,525.00 "
BEAVER DAM,WI,"$137,908.33 "
SUNNYSIDE,WA,"$163,541.67 "
GUILFORD,CT,"$365,091.67 "
CHALMETTE,LA,"$141,875.00 "
OLMSTED FALLS,OH,"$165,708.33 "
SAINT MARYS,GA,"$131,240.00 "
AVON,OH,"$272,691.67 "
HUDSON,OH,"$335,900.00 "
NISKAYUNA,NY,"$252,258.33 "
ELGIN,SC,"$161,458.33 "
NEW BRIGHTON,MN,"$262,341.67 "
CHARDON,OH,"$222,541.67 "
BELTON,MO,"$155,700.00 "
OSHTEMO,MI,"$205,641.67 "
STONY BROOK,NY,"$443,575.00 "
BARNEGAT,NJ,"$212,008.33 "
KENMORE,WA,"$629,908.33 "
BOILING SPRINGS,SC,"$160,241.67 "
MARYLAND HEIGHTS,MO,"$161,208.33 "
VALLEY CENTER,CA,"$595,141.67 "
TEMPERANCE,MI,"$177,516.67 "
BETHPAGE,NY,"$446,250.00 "
HINGHAM,MA,"$761,616.67 "
AMERICAN CANYON,CA,"$527,808.33 "
CENTERVILLE,OH,"$180,058.33 "
VILLA PARK,IL,"$234,716.67 "
