City,State, Median Sale Price 
EAST HIGHLAND PARK,VA,"$140,433.33 "
LITTLEROCK,CA,"$274,783.33 "
LIVE OAK,TX,"$175,250.00 "
OLYMPIA HEIGHTS,FL,"$364,216.67 "
BEDFORD,MA,"$669,191.67 "
OAK PARK,CA,"$810,008.33 "
WIMAUMA,FL,"$245,958.33 "
WARWICK,PA,"$377,583.33 "
FRUITA,CO,"$278,066.67 "
FRASER,MI,"$145,833.33 "
KINGSTON,TN,"$167,750.00 "
CARMEL-BY-THE-SEA,CA,"$1,386,108.33 "
EAGLE POINT,OR,"$289,908.33 "
EAST NORRITON,PA,"$236,566.67 "
SEEKONK,MA,"$315,575.00 "
LOS OSOS,CA,"$573,483.33 "
DESTIN,FL,"$346,066.67 "
SAFETY HARBOR,FL,"$275,933.33 "
SOUTH OGDEN,UT,"$226,841.67 "
PHILLIPSBURG,NJ,"$74,958.33 "
EXETER,NH,"$336,800.00 "
GLENS FALLS,NY,"$143,925.00 "
HADDON,NJ,"$228,083.33 "
WILBRAHAM,MA,"$280,275.00 "
WILMINGTON ISLAND,GA,"$266,316.67 "
NEW RIVER,AZ,"$398,275.00 "
SCOTTS VALLEY,CA,"$897,166.67 "
VANDALIA,OH,"$134,141.67 "
WARRENVILLE,IL,"$205,133.33 "
BRANDYWINE,MD,"$305,533.33 "
MALTA,NY,"$262,116.67 "
MIAMI SPRINGS,FL,"$369,975.00 "
HASTINGS,MN,"$214,725.00 "
ROBBINSDALE,MN,"$218,625.00 "
LAFAYETTE,TN,"$110,916.67 "
ADVANCE,NC,"$218,641.67 "
CALERA,AL,"$147,533.33 "
PARADISE VALLEY,AZ,"$1,590,200.00 "
UNIONTOWN,OH,"$188,116.67 "
CLARK,NJ,"$434,066.67 "
HANOVER,MA,"$515,150.00 "
HARRISON,TN,"$189,583.33 "
ALDIE,VA,"$478,741.67 "
LONE TREE,CO,"$601,916.67 "
HANOVER,NJ,"$473,408.33 "
NORTH NEW HYDE PARK,NY,"$674,383.33 "
LOCUST GROVE,VA,"$240,408.33 "
KEARNEY,MO,"$250,208.33 "
NEW FRANKLIN,OH,"$147,525.00 "
FORT HUNT,VA,"$666,558.33 "
DELAVAN,WI,"$164,083.33 "
BRASELTON,GA,"$258,700.00 "
HOOKSETT,NH,"$268,425.00 "
WINDHAM,NH,"$424,233.33 "
NORTH STRABANE,PA,"$241,791.67 "
HUGO,MN,"$220,850.00 "
EAST BRIDGEWATER,MA,"$353,933.33 "
WILLOW GROVE,PA,"$258,208.33 "
MARSHALL,MI,"$145,125.00 "
TUCKAHOE,VA,"$262,641.67 "
DENVER,PA,"$192,708.33 "
DUXBURY,MA,"$635,425.00 "
HOLLISTON,MA,"$437,908.33 "
AUBURN,GA,"$166,708.33 "
IMPERIAL,CA,"$259,150.00 "
WEST PARK,FL,"$207,858.33 "
HAZEL CREST,IL,"$95,508.33 "
WILLOWICK,OH,"$119,166.67 "
PALOS HEIGHTS,IL,"$260,308.33 "
NORTH BEND,WA,"$557,016.67 "
HARVARD,IL,"$128,833.33 "
KILLEN,AL,"$152,180.00 "
GRAFTON,OH,"$158,008.33 "
CANBY,OR,"$361,516.67 "
HORIZON CITY,TX,"$122,275.00 "
NARRAGANSETT,RI,"$436,991.67 "
COWETA,OK,"$145,850.00 "
DENNIS,MA,"$340,466.67 "
BRECKSVILLE,OH,"$255,441.67 "
SADDLE BROOK,NJ,"$368,591.67 "
KILLINGLY,CT,"$200,275.00 "
COTO DE CAZA,CA,"$1,195,658.33 "
WOOD DALE,IL,"$218,441.67 "
CREEDMOOR,NC,"$205,041.67 "
GATES,NY,"$120,008.33 "
REX,GA,"$124,283.33 "
ALLOUEZ,WI,"$169,208.33 "
DAMASCUS,MD,"$354,316.67 "
WYNNEWOOD,PA,"$413,041.67 "
VERMILION,OH,"$131,641.67 "
WEST RICHLAND,WA,"$311,133.33 "
SPANISH FORT,AL,"$260,108.33 "
HARPER WOODS,MI,"$80,583.33 "
OWENS CROSS ROADS,AL,"$238,158.33 "
YOUNGSVILLE,NC,"$220,300.00 "
BELLEVIEW,FL,"$124,216.67 "
OXFORD,MA,"$240,333.33 "
WESTLAKE VILLAGE,CA,"$1,003,758.33 "
NEW FAIRFIELD,CT,"$342,466.67 "
MIDDLESEX,NJ,"$276,016.67 "
PATASKALA,OH,"$210,016.67 "
GOSHEN,NY,"$288,150.00 "
DARDENNE PRAIRIE,MO,"$292,041.67 "
WHITE HOUSE,TN,"$218,216.67 "
LOUISA,VA,"$181,216.67 "
SPRING CREEK,NV,"$237,300.00 "
LITTLE FALLS,NJ,"$327,250.00 "
BARRINGTON,RI,"$462,000.00 "
WILLIAMSTOWN,NJ,"$155,616.67 "
LYNDHURST,OH,"$132,050.00 "
MIDDLE ISLAND,NY,"$237,433.33 "
UXBRIDGE,MA,"$298,458.33 "
GREENDALE,WI,"$228,616.67 "
MASHPEE,MA,"$381,183.33 "
LONG VALLEY,NJ,"$418,725.00 "
WHITMORE LAKE,MI,"$237,025.00 "
MOORE,SC,"$170,125.00 "
STANFORD,KY,"$124,433.33 "
MARBLEHEAD,MA,"$609,116.67 "
METUCHEN,NJ,"$394,800.00 "
APOLLO BEACH,FL,"$260,800.00 "
SPRING LAKE,MI,"$230,000.00 "
LA GRANGE PARK,IL,"$333,250.00 "
SIKESTON,MO,"$129,191.67 "
ROBINSON,PA,"$204,325.00 "
LEBANON,NH,"$243,758.33 "
GROVER BEACH,CA,"$516,225.00 "
CHARLTON,MA,"$270,650.00 "
RED OAK,TX,"$227,483.33 "
CONWAY,FL,"$247,958.33 "
CALEDONIA,MI,"$268,983.33 "
SUPERIOR,MI,"$211,850.00 "
WHITEHALL,PA,"$164,883.33 "
CHESTER SPRINGS,PA,"$440,833.33 "
DUNCAN,SC,"$178,333.33 "
GRETNA,NE,"$254,175.00 "
MIDDLE VALLEY,TN,"$180,325.00 "
BISHOP,CA,"$391,200.00 "
CLAYTON,CA,"$756,466.67 "
MANHASSET,NY,"$1,463,233.33 "
NORTH AURORA,IL,"$240,816.67 "
ROSELLE PARK,NJ,"$249,150.00 "
NORTH PALM BEACH,FL,"$314,050.00 "
TOWN AND COUNTRY,MO,"$632,975.00 "
ORTONVILLE,MI,"$252,891.67 "
EAST RIVERDALE,MD,"$258,316.67 "
CHELSEA,MI,"$257,158.33 "
LINCOLN,MI,"$236,583.33 "
LULING,LA,"$215,225.00 "
CHEBOYGAN,MI,"$91,533.33 "
SWEET HOME,OR,"$195,075.00 "
LOWER MORELAND,PA,"$366,916.67 "
BALL GROUND,GA,"$241,266.67 "
HUMMELSTOWN,PA,"$201,058.33 "
REEDSBURG,WI,"$157,408.33 "
COLONIAL PARK,PA,"$152,200.00 "
MEDWAY,MA,"$416,775.00 "
MARCO ISLAND,FL,"$552,675.00 "
VADNAIS HEIGHTS,MN,"$230,133.33 "
CLINTON,NJ,"$396,641.67 "
OAKLAND,NJ,"$444,791.67 "
BURLINGTON,WA,"$299,608.33 "
RIDGEFIELD PARK,NJ,"$347,000.00 "
WESTON,WI,"$174,633.33 "
VERONA,NJ,"$467,666.67 "
THURMONT,MD,"$235,375.00 "
NEW ALBANY,OH,"$473,541.67 "
CAVE CREEK,AZ,"$520,825.00 "
VALLEY SPRINGS,CA,"$324,700.00 "
NEW PALESTINE,IN,"$247,641.67 "
KETTERING,MD,"$248,333.33 "
RIVER RIDGE,LA,"$243,950.00 "
FALLSTON,MD,"$387,750.00 "
CORNELIUS,OR,"$319,766.67 "
VIENNA,MI,"$130,916.67 "
EAST HAMPTON,CT,"$232,400.00 "
EAST GREENWICH,RI,"$454,108.33 "
NORTH BRANCH,MN,"$221,608.33 "
FRUITLAND PARK,FL,"$183,041.67 "
HOPEWELL,PA,"$118,908.33 "
CROWLEY,TX,"$186,183.33 "
SHORT HILLS,NJ,"$1,409,350.00 "
RIFLE,CO,"$262,841.67 "
GLENDALE,WI,"$196,475.00 "
BRIDGETOWN,OH,"$124,158.33 "
BEDFORD,OH,"$74,200.00 "
TIMBERWOOD PARK,TX,"$339,483.33 "
JEFFERSON CITY,TN,"$136,225.00 "
PERRY HALL,MD,"$292,091.67 "
SALISBURY,NY,"$495,800.00 "
WICKLIFFE,OH,"$103,441.67 "
ESCALON,CA,"$389,958.33 "
BLUE ASH,OH,"$256,383.33 "
JUNCTION CITY,OR,"$273,225.00 "
WOODMERE,NY,"$721,966.67 "
CHINO VALLEY,AZ,"$283,641.67 "
FORTUNA,CA,"$293,608.33 "
WOODHAVEN,MI,"$160,283.33 "
BAY VILLAGE,OH,"$236,725.00 "
SOUTH DAYTONA,FL,"$157,316.67 "
NEWTOWN,PA,"$446,591.67 "
SAINT JOHN,IN,"$300,208.33 "
MEDFIELD,MA,"$654,658.33 "
RED BANK,TN,"$156,133.33 "
MIDDLETOWN,MD,"$332,466.67 "
ELMA,NY,"$259,675.00 "
HUEYTOWN,AL,"$88,166.67 "
NORTH BEND,OR,"$218,641.67 "
CHESTERTON,IN,"$206,366.67 "
SANDSTON,VA,"$170,391.67 "
WINDSOR LOCKS,CT,"$171,333.33 "
NEWMAN,CA,"$282,408.33 "
WOODLAND PARK,CO,"$346,691.67 "
FORT GRATIOT,MI,"$147,575.00 "
WESTERN SPRINGS,IL,"$571,791.67 "
GLADSTONE,OR,"$353,116.67 "
GLENPOOL,OK,"$140,016.67 "
CRAIG,CO,"$176,708.33 "
PRINCE FREDERICK,MD,"$326,658.33 "
NEWPORT,OR,"$293,475.00 "
NEW BALTIMORE,MI,"$223,908.33 "
MOGADORE,OH,"$152,708.33 "
LECANTO,FL,"$190,716.67 "
MADISONVILLE,LA,"$282,783.33 "
GRIMES,IA,"$219,883.33 "
LAKELAND HIGHLANDS,FL,"$241,825.00 "
NORTH SMITHFIELD,RI,"$299,408.33 "
FINKSBURG,MD,"$379,866.67 "
EAST WENATCHEE,WA,"$326,708.33 "
SOMERVILLE,NJ,"$290,091.67 "
SANDWICH,MA,"$367,216.67 "
PALOS VERDES ESTATES,CA,"$1,747,391.67 "
ELIZABETH,CO,"$476,911.11 "
SAINT MARYS,OH,"$110,783.33 "
WEDDINGTON,NC,"$577,733.33 "
JERICHO,NY,"$811,933.33 "
MIAMI SHORES,FL,"$515,200.00 "
HARRAH,OK,"$136,266.67 "
SOLDOTNA,AK,"$238,700.00 "
NORTON,OH,"$136,518.18 "
OSCEOLA,IN,"$176,566.67 "
ARLINGTON,TN,"$247,575.00 "
DEFIANCE,OH,"$88,975.00 "
MIMS,FL,"$223,966.67 "
WOODBURY,NY,"$308,708.33 "
INWOOD,WV,"$177,500.00 "
JOHNSTOWN,OH,"$196,691.67 "
BROWN DEER,WI,"$161,341.67 "
WESTWOOD LAKE,FL,"$344,041.67 "
FELTON,DE,"$199,883.33 "
RIVERVIEW,MI,"$142,058.33 "
WAYLAND,MI,"$181,116.67 "
SUPERIOR,CO,"$526,775.00 "
DRUID HILLS,GA,"$561,708.33 "
ISANTI,MN,"$209,791.67 "
CLAWSON,MI,"$191,408.33 "
WILLOWBROOK,IL,"$180,466.67 "
MONROE,OH,"$191,341.67 "
RIDGE,NY,"$258,858.33 "
CALIMESA,CA,"$330,441.67 "
GULFPORT,FL,"$197,016.67 "
LEWISVILLE,NC,"$203,791.67 "
PEPPERELL,MA,"$322,333.33 "
LAKESIDE,VA,"$186,641.67 "
KINGSTON,WA,"$404,383.33 "
CAMPTON HILLS,IL,"$409,325.00 "
WACONIA,MN,"$312,141.67 "
GLEN ROCK,NJ,"$625,875.00 "
PORT WASHINGTON,WI,"$216,708.33 "
SUMNER,WA,"$341,916.67 "
WILTON MANORS,FL,"$362,833.33 "
WESTON,MA,"$1,477,791.67 "
SAINT ANN,MO,"$81,141.67 "
GREENSBORO,GA,"$404,616.67 "
KEYSTONE HEIGHTS,FL,"$148,783.33 "
NORTHLAKE,IL,"$178,100.00 "
WINFIELD,IL,"$295,583.33 "
NEW MARKET,MD,"$378,350.00 "
UPPER,NJ,"$260,616.67 "
WHITE CITY,OR,"$224,016.67 "
SCHODACK,NY,"$222,591.67 "
GREENBRIER,TN,"$207,333.33 "
BEEBE,AR,"$109,516.67 "
MONETA,VA,"$319,266.67 "
SORRENTO,FL,"$251,333.33 "
WINNETKA,IL,"$963,958.33 "
CANYON LAKE,CA,"$449,416.67 "
CLAY,NY,"$152,641.67 "
CHESTERTOWN,MD,"$227,633.33 "
PONTE VEDRA,FL,"$342,216.67 "
CAMANO ISLAND,WA,"$420,208.33 "
GRAND TERRACE,CA,"$358,933.33 "
GUTTENBERG,NJ,"$325,450.00 "
LAKELAND,TN,"$286,483.33 "
JAMESTOWN,ND,"$155,066.67 "
MARSHVILLE,NC,"$155,475.00 "
FAIRVIEW,TN,"$266,141.67 "
SARTELL,MN,"$218,900.00 "
BLUE RIDGE,GA,"$233,608.33 "
EAST BETHEL,MN,"$256,275.00 "
DAMASCUS,OR,"$475,783.33 "
COARSEGOLD,CA,"$293,591.67 "
ROSARYVILLE,MD,"$320,591.67 "
ENGLEWOOD,OH,"$134,908.33 "
COCOA BEACH,FL,"$275,816.67 "
SAINT JAMES,NY,"$433,575.00 "
DUVALL,WA,"$630,541.67 "
GRAHAM,NC,"$140,816.67 "
EAST GRAND RAPIDS,MI,"$371,175.00 "
MOODY,AL,"$164,600.00 "
WILMINGTON,IL,"$142,825.00 "
RAPHO,PA,"$257,083.33 "
BELLMAWR,NJ,"$139,825.00 "
LIBERTY HILL,TX,"$271,050.00 "
FARMINGTON,NY,"$163,983.33 "
MOUNT SINAI,NY,"$431,025.00 "
SNOQUALMIE,WA,"$656,725.00 "
SOLANA BEACH,CA,"$1,203,108.33 "
SANDWICH,IL,"$185,008.33 "
MAULDIN,SC,"$167,116.67 "
EATONTOWN,NJ,"$316,750.00 "
BIG BEAR CITY,CA,"$234,375.00 "
ROY,WA,"$370,925.00 "
ELLENTON,FL,"$266,033.33 "
ATOKA,TN,"$200,050.00 "
MAGNOLIA,DE,"$257,358.33 "
LEBANON,OR,"$215,475.00 "
PINEHURST,NC,"$226,875.00 "
KELSEYVILLE,CA,"$275,100.00 "
EPHRATA,WA,"$151,066.67 "
CRESTWOOD,MO,"$203,541.67 "
MAGALIA,CA,"$218,340.00 "
TROY,IL,"$189,083.33 "
BARNHART,MO,"$168,475.00 "
VICKSBURG,MI,"$151,766.67 "
SCAPPOOSE,OR,"$335,625.00 "
GARDENDALE,AL,"$156,108.33 "
SIGNAL HILL,CA,"$522,416.67 "
POMPTON LAKES,NJ,"$275,250.00 "
WADDELL,AZ,"$287,091.67 "
TRAVERSE CITY,MI,"$270,925.00 "
GROSSE POINTE PARK,MI,"$320,225.00 "
AMHERST,NH,"$352,891.67 "
BRECKENRIDGE,CO,"$685,008.33 "
CLOQUET,MN,"$144,841.67 "
RISING SUN,MD,"$225,700.00 "
MARENGO,IL,"$197,775.00 "
MONMOUTH,OR,"$287,125.00 "
POQUOSON,VA,"$315,441.67 "
BRANDENBURG,KY,"$161,766.67 "
CHESTER,NY,"$245,200.00 "
MACEDONIA,OH,"$214,883.33 "
ROCHESTER,WA,"$286,208.33 "
COUNTRY WALK,FL,"$342,566.67 "
COTTONDALE,AL,"$120,210.00 "
CHANNAHON,IL,"$231,016.67 "
LUNENBURG,MA,"$290,775.00 "
LINCOLN PARK,NJ,"$320,441.67 "
HAMILTON,PA,"$201,533.33 "
SPRINGDALE,OH,"$134,208.33 "
EAST WENATCHEE BENCH,WA,"$325,525.00 "
OREGON,WI,"$277,566.67 "
HADDONFIELD,NJ,"$514,683.33 "
MERRIAM,KS,"$197,316.67 "
CONSHOHOCKEN,PA,"$298,975.00 "
NORWALK,IA,"$204,700.00 "
MANHATTAN,IL,"$216,050.00 "
ESTACADA,OR,"$342,358.33 "
FLOSSMOOR,IL,"$198,250.00 "
CALIFORNIA CITY,CA,"$144,525.00 "
ROCKY POINT,NY,"$286,741.67 "
CRESTWOOD,IL,"$108,841.67 "
STRASBURG,VA,"$190,450.00 "
HIGH SPRINGS,FL,"$188,858.33 "
LINTHICUM HEIGHTS,MD,"$275,941.67 "
FIFE,WA,"$344,450.00 "
BUFFALO,MN,"$222,866.67 "
CORRYTON,TN,"$161,225.00 "
CENTREVILLE,MD,"$317,791.67 "
WESTLAKE,LA,"$146,525.00 "
HEWITT,TX,"$201,491.67 "
CORAL HILLS,MD,"$191,650.00 "
PIKE ROAD,AL,"$286,658.33 "
INDEPENDENCE,OR,"$235,183.33 "
LAKEPORT,CA,"$305,541.67 "
NORWELL,MA,"$600,175.00 "
CIRCLEVILLE,OH,"$122,008.33 "
TOTOWA,NJ,"$365,525.00 "
EMMAUS,PA,"$175,966.67 "
LARGO,MD,"$214,816.67 "
BROOKLYN PARK,MD,"$176,466.67 "
BEDFORD HEIGHTS,OH,"$103,166.67 "
PENDLETON,SC,"$137,608.33 "
CALN,PA,"$205,450.00 "
HOPATCONG,NJ,"$200,641.67 "
AMMON,ID,"$220,708.33 "
LELAND,NC,"$222,850.00 "
MILLER PLACE,NY,"$408,883.33 "
KENAI,AK,"$208,290.00 "
LAKE ARROWHEAD,CA,"$357,181.82 "
HIGHLAND SPRINGS,VA,"$125,508.33 "
HOLBROOK,MA,"$343,058.33 "
WAYNESBORO,PA,"$128,333.33 "
STALLINGS,NC,"$262,733.33 "
LINDENHURST,IL,"$201,933.33 "
FARMINGTON,MI,"$199,600.00 "
CORNWALL,NY,"$293,966.67 "
BETHLEHEM,GA,"$175,991.67 "
MAHOMET,IL,"$227,500.00 "
MANVILLE,NJ,"$235,475.00 "
WEST DEER,PA,"$205,741.67 "
SMITHVILLE,MO,"$236,016.67 "
MORRO BAY,CA,"$665,908.33 "
HOBE SOUND,FL,"$274,125.00 "
READING,OH,"$127,308.33 "
BOUND BROOK,NJ,"$266,616.67 "
HAMPTON BAYS,NY,"$493,750.00 "
GRANITE FALLS,WA,"$323,016.67 "
SOMERS POINT,NJ,"$172,950.00 "
SOUTH BELOIT,IL,"$139,616.67 "
EAST GREENWICH,NJ,"$253,850.00 "
LEEDS,AL,"$153,850.00 "
STATHAM,GA,"$189,116.67 "
OATFIELD,OR,"$384,750.00 "
LOWER,NJ,"$250,716.67 "
CENTER,PA,"$177,141.67 "
SHASTA LAKE,CA,"$186,783.33 "
NEW MARKET,AL,"$148,916.67 "
BROOKINGS,OR,"$340,116.67 "
RICHMOND,MI,"$197,525.00 "
CALIFORNIA,MD,"$241,183.33 "
LA PINE,OR,"$249,000.00 "
OLD SAYBROOK,CT,"$365,816.67 "
ONTARIO,NY,"$157,530.00 "
BEVERLY HILLS,MI,"$344,816.67 "
SILVERTHORNE,CO,"$470,491.67 "
BOONE,IA,"$109,541.67 "
DIXON,IL,"$81,750.00 "
LIBERTY LAKE,WA,"$321,500.00 "
HUNTINGTON,VA,"$342,616.67 "
COLTS NECK,NJ,"$752,766.67 "
MARIPOSA,CA,"$283,691.67 "
SUGAR GROVE,IL,"$243,566.67 "
MIDDLETON,ID,"$242,100.00 "
NOKESVILLE,VA,"$456,508.33 "
CRESWELL,OR,"$288,683.33 "
GOLD CANYON,AZ,"$279,541.67 "
LITCHFIELD,MN,"$142,116.67 "
LONGS,SC,"$161,525.00 "
MINDEN,NV,"$422,283.33 "
SHALLOTTE,NC,"$195,350.00 "
SAINT PETE BEACH,FL,"$435,641.67 "
FIRESTONE,CO,"$406,775.00 "
COLFAX,CA,"$353,858.33 "
BREWSTER,MA,"$414,841.67 "
STEVENSVILLE,MD,"$353,066.67 "
HOLT,MI,"$142,400.00 "
OTSEGO,MI,"$130,558.33 "
SALIDA,CO,"$373,858.33 "
SWARTZ CREEK,MI,"$133,191.67 "
MYRTLE CREEK,OR,"$151,841.67 "
ALGONAC,MI,"$158,150.00 "
LINCOLN CITY,OR,"$298,725.00 "
POLLOCK PINES,CA,"$315,154.55 "
ASHVILLE,OH,"$183,833.33 "
BUTLER,PA,"$154,866.67 "
SIGNAL MOUNTAIN,TN,"$342,866.67 "
FAIRVIEW,NC,"$322,558.33 "
HASTINGS,MI,"$119,216.67 "
HARWICH,MA,"$400,783.33 "
GRAYLING,MI,"$97,416.67 "
BOONSBORO,MD,"$251,825.00 "
BENNINGTON,NE,"$227,458.33 "
SHILOH,PA,"$168,558.33 "
STANSBURY PARK,UT,"$310,633.33 "
SOUTH STRABANE,PA,"$185,883.33 "
LA RIVIERA,CA,"$321,475.00 "
WEST LAMPETER,PA,"$253,350.00 "
OCEAN CITY,NJ,"$506,890.91 "
EDGEWOOD,WA,"$449,633.33 "
SOUTHAMPTON,NY,"$1,148,933.33 "
PENN VALLEY,CA,"$362,991.67 "
MOUND,MN,"$245,550.00 "
PECULIAR,MO,"$202,825.00 "
PLEASANT GROVE,AL,"$139,175.00 "
CAPE CANAVERAL,FL,"$217,875.00 "
BOULDER CREEK,CA,"$619,533.33 "
CHELSEA,AL,"$224,658.33 "
LYMAN,SC,"$165,916.67 "
PENN FOREST,PA,"$137,441.67 "
BAYFIELD,CO,"$308,208.33 "
YORKSHIRE,VA,"$308,716.67 "
PEBBLE CREEK,FL,"$259,208.33 "
POPLAR GROVE,IL,"$148,041.67 "
NOLENSVILLE,TN,"$440,458.33 "
CONWAY,NH,"$200,658.33 "
JACKSBORO,TN,"$138,816.67 "
CROYDON,PA,"$189,083.33 "
MIDDLE,NJ,"$215,450.00 "
MADEIRA,OH,"$304,400.00 "
SALIDA,CA,"$326,991.67 "
CENTERTON,AR,"$169,675.00 "
OAK BROOK,IL,"$502,258.33 "
DISCOVERY BAY,CA,"$586,508.33 "
SWANNANOA,NC,"$215,666.67 "
RICHMOND HEIGHTS,FL,"$229,116.67 "
FREDERICK,CO,"$386,241.67 "
OAKLAND,TN,"$194,641.67 "
KATHLEEN,GA,"$199,275.00 "
DOCTOR PHILLIPS,FL,"$330,800.00 "
WEST MANCHESTER,PA,"$139,266.67 "
REDDING,CT,"$550,658.33 "
GROSSE POINTE FARMS,MI,"$323,825.00 "
HURON,OH,"$184,725.00 "
COUNTRY CLUB,CA,"$244,491.67 "
PERKIOMEN,PA,"$266,575.00 "
HEREFORD,AZ,"$228,275.00 "
BLAINE,WA,"$322,833.33 "
CHESAPEAKE BEACH,MD,"$298,675.00 "
ACCOKEEK,MD,"$346,725.00 "
OAKWOOD,OH,"$237,166.67 "
WILTON,NY,"$300,116.67 "
ARCHDALE,NC,"$135,241.67 "
CELEBRATION,FL,"$376,191.67 "
SOCIAL CIRCLE,GA,"$185,958.33 "
PIEDMONT,OK,"$211,816.67 "
LINCOLNSHIRE,IL,"$395,875.00 "
SPRING HILL,KS,"$251,041.67 "
IOWA,LA,"$206,383.33 "
ESTES PARK,CO,"$456,000.00 "
MILLTOWN,NJ,"$310,800.00 "
PLEASANT HILL,IA,"$203,808.33 "
BELLE PLAINE,MN,"$239,341.67 "
MELBOURNE BEACH,FL,"$403,425.00 "
FERGUS FALLS,MN,"$127,441.67 "
MUNFORD,TN,"$160,725.00 "
PORT TOWNSEND,WA,"$351,500.00 "
BLACKLICK ESTATES,OH,"$106,316.67 "
LAMBERTVILLE,MI,"$188,466.67 "
MALVERNE,NY,"$521,725.00 "
WESTAMPTON,NJ,"$218,166.67 "
AUDUBON,NJ,"$184,216.67 "
SUMMIT,WA,"$337,191.67 "
NEWCASTLE,OK,"$207,716.67 "
LAKE PARK,FL,"$214,866.67 "
MARLTON,MD,"$282,225.00 "
SUTHERLIN,OR,"$195,100.00 "
DUPONT,WA,"$331,533.33 "
MANSFIELD,NJ,"$233,350.00 "
RICHMOND HEIGHTS,MO,"$259,766.67 "
MINERAL,VA,"$235,891.67 "
WHITE PLAINS,MD,"$324,166.67 "
MARY ESTHER,FL,"$196,008.33 "
FREDERICKSON,WA,"$308,716.67 "
DES PERES,MO,"$429,450.00 "
ROCKCREEK,OR,"$450,808.33 "
ROUND LAKE,IL,"$180,591.67 "
ELBERT,CO,"$365,400.00 "
WELLINGTON,CO,"$328,708.33 "
RICHLAND,MI,"$238,000.00 "
COLONIAL BEACH,VA,"$151,708.33 "
ROTONDA WEST,FL,"$231,458.33 "
BELLPORT,NY,"$255,591.67 "
CENTER LINE,MI,"$93,600.00 "
FALMOUTH,MA,"$559,150.00 "
CEDAR HILLS,OR,"$427,308.33 "
BEDMINSTER,NJ,"$333,333.33 "
MCCORDSVILLE,IN,"$224,241.67 "
NORTH LONDONDERRY,PA,"$225,233.33 "
KILL DEVIL HILLS,NC,"$264,133.33 "
SPRINGFIELD,GA,"$139,341.67 "
VENETA,OR,"$262,650.00 "
FULTONDALE,AL,"$135,700.00 "
MAMMOTH LAKES,CA,"$420,008.33 "
PLEASANT HILLS,PA,"$174,483.33 "
EUREKA,MO,"$260,741.67 "
MONTICELLO,MN,"$211,525.00 "
HARDYSTON,NJ,"$234,408.33 "
BRENTWOOD,MO,"$172,150.00 "
OAK GROVE,KY,"$94,500.00 "
MOUNT JOY,PA,"$186,158.33 "
LAKE CARMEL,NY,"$229,758.33 "
INDIAN HARBOUR BEACH,FL,"$301,733.33 "
CAMP HILL,PA,"$205,308.33 "
COLD SPRINGS,NV,"$285,875.00 "
CRESTLINE,CA,"$219,908.33 "
TEGA CAY,SC,"$329,450.00 "
WILLIAMSBURG,FL,"$221,050.00 "
ORANGE,MA,"$159,700.00 "
EAST YORK,PA,"$168,066.67 "
CONIFER,CO,"$498,008.33 "
SCOTIA,NY,"$140,658.33 "
IRONDALE,AL,"$166,633.33 "
MOSELEY,VA,"$356,525.00 "
BERLIN BOROUGH,NJ,"$209,191.67 "
HOWARD,OH,"$166,500.00 "
FORT MYERS BEACH,FL,"$419,600.00 "
WINSTON,OR,"$177,233.33 "
LEAVENWORTH,WA,"$343,808.33 "
TOANO,VA,"$293,058.33 "
SHALIMAR,FL,"$245,466.67 "
HOLLY SPRINGS,GA,"$228,408.33 "
GOODRICH,MI,"$208,000.00 "
GOLDENDALE,WA,"$148,916.67 "
KASSON,MN,"$199,033.33 "
RED LION,PA,"$118,608.33 "
PALMYRA,NJ,"$128,608.33 "
BAILEY,CO,"$382,525.00 "
HADDON HEIGHTS,NJ,"$228,133.33 "
PHOENIX,MD,"$517,866.67 "
ISLAND LAKE,IL,"$163,191.67 "
CYPRESS GARDENS,FL,"$168,816.67 "
VILLAS,NJ,"$161,300.00 "
FLORENCE,OR,"$232,483.33 "
KRUM,TX,"$214,208.33 "
WALLED LAKE,MI,"$153,683.33 "
PORT SAINT JOE,FL,"$239,870.00 "
OAK ISLAND,NC,"$247,875.00 "
SHEFFIELD LAKE,OH,"$115,708.33 "
JEFFERSON,GA,"$202,108.33 "
SULTAN,WA,"$335,825.00 "
RUMSON,NJ,"$1,160,733.33 "
ROXBOROUGH PARK,CO,"$449,216.67 "
RIO VISTA,CA,"$359,641.67 "
PIGEON FORGE,TN,"$200,741.67 "
NINE MILE FALLS,WA,"$286,675.00 "
GREENWOOD,MO,"$208,116.67 "
FULSHEAR,TX,"$415,083.33 "
BLOOMINGDALE,NJ,"$265,650.00 "
NEW CASTLE,CO,"$333,575.00 "
EAST ROCHESTER,NY,"$99,683.33 "
LANTANA,TX,"$392,266.67 "
SEDRO-WOOLLEY,WA,"$264,616.67 "
MARYVILLE,IL,"$208,233.33 "
MILLIKEN,CO,"$313,600.00 "
SPRING GARDEN,PA,"$177,758.33 "
EDEN ISLE,LA,"$268,683.33 "
CLAY,AL,"$153,775.00 "
WEDGEFIELD,FL,"$284,691.67 "
OCEAN CITY,MD,"$253,383.33 "
BANDON,OR,"$275,458.33 "
LONDON,OH,"$138,508.33 "
BELCAMP,MD,"$174,216.67 "
GOLDEN LAKES,FL,"$94,700.00 "
JOHNSTOWN,CO,"$353,125.00 "
QUINTON,VA,"$224,083.33 "
PEA RIDGE,AR,"$154,175.00 "
MEDINA,TN,"$167,025.00 "
